"","code","employmentStatus","countryOfResidence","gender","age","income","customerType","joinDate","isCustomerAtMost6MonthOld","seniority","isPrimaryCustomer","customerTypeFirstMonth","customerRelationTypeFirstMonth","customerResidenceIndex","customerForeignIndex","channelOfJoin","deceasedIndex","customerAddrProvinceName","isCustomerActive","product"
"831","1052352.0","N","ES","H",22,115120.59,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\CORDOBA\","0","[1,2,3]"
"832","1052322.0","N","ES","H",22,242469.93,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHE","N","\BARCELONA\","1","[1,2,3]"
"833","1052354.0","N","ES","V",22,44320.44,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\CIUDAD REAL\","0","[1,2,3]"
"835","1052304.0","N","ES","H",22,115784.4,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHE","N","\BALEARS"," ILLES\","1"
"837","1052242.0","N","ES","V",22,129198.06,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHE","N","\BARCELONA\","1","[1,2,3]"
"838","1052249.0","N","ES","V",22,105293.46,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHE","N","\BARCELONA\","0","[1,2,3]"
"839","1052251.0","N","ES","H",27,179334.12,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KAT","N","\MADRID\","1","[1,2,3]"
"840","1052259.0","N","ES","H",31,66266.34,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KFA","N","\MADRID\","1","[1,2,3]"
"841","1052261.0","N","ES","V",9,58594.68,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFA","N","\MADRID\","1","[1,2,3]"
"842","1052270.0","N","ES","H",22,130327.17,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHE","N","\BARCELONA\","1","[1,2,3]"
"843","1052276.0","N","ES","V",22,361243.89,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHE","N","\BARCELONA\","0","[1,2,3]"
"845","1052284.0","N","ES","V",22,210066.78,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHE","N","\BARCELONA\","0","[1,2,3]"
"846","1052287.0","N","ES","H",30,141119.01,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFA","N","\MADRID\","1","[1,2,3]"
"847","1052289.0","N","ES","H",22,124481.55,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHE","N","\BARCELONA\","0","[1,2,3]"
"848","1052296.0","N","ES","H",22,106980.15,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHE","N","\BARCELONA\","1","[1,2,3]"
"849","1052297.0","N","ES","V",49,271896.6,"02 - PARTICULARES","2012-12-28",0,31,1,1,"A","S","N","KFA","N","\MADRID\","1","[1,2,3]"
"850","1052300.0","N","ES","H",32,42717.93,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KAT","N","\VALENCIA\","1","[1,2,3]"
"851","1052302.0","N","ES","V",22,79825.11,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHE","N","\LERIDA\","1","[1,2,3]"
"852","1052310.0","N","ES","H",22,130172.04,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHE","N","\SEVILLA\","1","[1,2,3]"
"853","1052239.0","N","ES","H",22,243726.18,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHE","N","\BARCELONA\","0","[1,2,3]"
"856","1052392.0","N","ES","H",22,211463.31,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\ZARAGOZA\","1","[1,2,3]"
"857","1052396.0","N","ES","H",28,60292.59,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHE","N","\ALICANTE\","0","[1,2,3]"
"858","1052397.0","N","ES","V",22,34273.38,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\SEVILLA\","0","[1,2,3]"
"859","1052399.0","N","ES","V",23,44598.03,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHE","N","\ALBACETE\","0","[1,2,3]"
"860","1052400.0","N","ES","V",22,70880.37,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\GRANADA\","0","[1,2,3]"
"861","1052402.0","N","ES","V",25,53895.99,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"A","S","N","KHE","N","\ALICANTE\","1","[1,2,3]"
"862","1052403.0","N","ES","V",22,44251.38,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\VALLADOLID\","0","[1,2,3]"
"863","1052405.0","N","ES","V",22,92439.78,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\MADRID\","0","[1,2,3]"
"864","1052407.0","N","ES","V",23,79775.61,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHE","N","\ALICANTE\","0","[1,2,3]"
"865","1052408.0","N","ES","H",22,48950.61,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"A","S","N","KHD","N","\CIUDAD REAL\","1","[1,2,3]"
"866","1052410.0","N","ES","H",22,177499.68,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\SEVILLA\","0","[1,2,3]"
"867","1052412.0","N","ES","H",23,95765.13,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"A","S","N","KHE","N","\GRANADA\","1","[1,2,3]"
"869","1052415.0","N","ES","H",22,92681.97,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\BARCELONA\","0","[1,2,3]"
"870","1052417.0","N","ES","V",23,23516.85,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHE","N","\ALICANTE\","0","[1,2,3]"
"871","1052390.0","N","ES","V",22,88812.33,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\TOLEDO\","0","[1,2,3]"
"872","1052357.0","N","ES","H",22,27652.35,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHE","N","\ALICANTE\","0","[1,2,3]"
"873","1052389.0","N","ES","V",26,23758.41,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHE","N","\ALICANTE\","0","[1,2,3]"
"875","1052359.0","N","ES","H",22,137502.57,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\BARCELONA\","0","[1,2,3]"
"876","1052361.0","N","ES","V",22,23338.44,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHE","N","\ALICANTE\","0","[1,2,3]"
"877","1052362.0","N","ES","V",22,878790.72,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"A","S","N","KHD","N","\BARCELONA\","1","[1,2,3]"
"878","1052366.0","N","ES","H",22,52210.68,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\VALLADOLID\","0","[1,2,3]"
"880","1052369.0","N","ES","H",22,44550.54,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\CORDOBA\","0","[1,2,3]"
"881","1052371.0","N","ES","V",22,174863.79,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\MADRID\","0","[1,2,3]"
"882","1052373.0","N","ES","V",22,68911.68,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\BARCELONA\","0","[1,2,3]"
"883","1052375.0","N","ES","V",22,246758.25,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\MADRID\","0","[1,2,3]"
"884","1052377.0","N","ES","V",22,33487.89,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\CORDOBA\","0","[1,2,3]"
"885","1052379.0","N","ES","V",22,66303.69,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\CIUDAD REAL\","0","[1,2,3]"
"886","1052381.0","N","ES","V",45,52128.81,"02 - PARTICULARES","2012-08-17",0,35,1,1,"I","S","N","KHE","N","\ALICANTE\","0","[1,2,3]"
"887","1052382.0","N","ES","H",22,353866.23,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHD","N","\BARCELONA\","0","[1,2,3]"
"888","1052384.0","N","ES","H",22,70410.15,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"A","S","N","KHD","N","\CACERES\","1","[1,2,3]"
"890","1052388.0","N","ES","H",22,77928.9,"03 - UNIVERSITARIO","2012-08-17",0,35,1,1,"I","S","N","KHE","N","\ALICANTE\","0","[1,2,3]"
"891","1052237.0","N","ES","H",22,110311.32,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\MALAGA\","1","[1,2,3]"
"892","1052233.0","N","ES","H",41,132566.94,"02 - PARTICULARES","2012-08-16",0,35,1,1,"I","S","N","KFC","N","\VALENCIA\","0","[1,2,3]"
"893","1052231.0","N","ES","V",42,64265.52,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KAT","N","\TOLEDO\","1","[1,2,3]"
"894","1052099.0","N","ES","V",36,92330.04,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\MADRID\","1","[1,2,3]"
"895","1052102.0","N","ES","H",30,243343.77,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KAT","N","\MADRID\","1","[1,2,3]"
"896","1052103.0","N","ES","V",38,195421.38,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KAT","N","\BARCELONA\","1","[1,2,3]"
"897","1052109.0","N","ES","V",67,75415.83,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\MADRID\","1","[1,2,3]"
"898","1052110.0","N","ES","V",65,61573.29,"02 - PARTICULARES","2012-08-16",0,35,1,1,"I","S","N","KFC","N","\VALLADOLID\","0","[1,2,3]"
"899","1052112.0","N","ES","V",63,62038.35,"02 - PARTICULARES","2012-08-16",0,35,1,1,"I","S","N","KFC","N","\ALICANTE\","0","[1,2,3]"
"901","1052121.0","N","ES","H",60,219577.5,"01 - TOP","2012-08-16",0,35,1,1,"A","S","N","KAT","N","\MADRID\","1","[1,2,3]"
"903","1052128.0","N","ES","V",50,67037.82,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KAT","N","\JAEN\","1","[1,2,3]"
"904","1052132.0","N","ES","H",32,147808.95,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\MADRID\","1","[1,2,3]"
"905","1052133.0","N","ES","H",37,111704.43,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\PONTEVEDRA\","1","[1,2,3]"
"906","1052135.0","N","ES","V",36,162661.95,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\MADRID\","1","[1,2,3]"
"907","1052143.0","N","ES","H",39,56475.78,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\MALAGA\","1","[1,2,3]"
"908","1052149.0","N","ES","V",60,46179.63,"02 - PARTICULARES","2012-08-16",0,35,1,1,"I","S","N","KFC","N","\CADIZ\","0","[1,2,3]"
"909","1052098.0","N","ES","H",22,73378.62,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHE","N","\ZARAGOZA\","1","[1,2,3]"
"910","1052152.0","N","ES","V",58,70959.06,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\TOLEDO\","0","[1,2,3]"
"911","1052093.0","N","ES","H",22,210968.52,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHE","N","\BARCELONA\","1","[1,2,3]"
"915","1052032.0","N","ES","H",22,68980.2,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\ASTURIAS\","1","[1,2,3]"
"916","1052036.0","N","ES","H",22,106182.75,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\SEGOVIA\","1","[1,2,3]"
"918","1052042.0","N","ES","H",22,54419.49,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\AVILA\","0","[1,2,3]"
"919","1052044.0","N","ES","V",22,91481.19,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\TOLEDO\","1","[1,2,3]"
"920","1052048.0","N","ES","H",22,116003.88,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\ZARAGOZA\","1","[1,2,3]"
"921","1052052.0","N","ES","V",22,57338.28,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\CASTELLON\","0","[1,2,3]"
"922","1052068.0","N","ES","V",22,157158.27,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KHD","N","\TOLEDO\","0","[1,2,3]"
"923","1052070.0","N","ES","V",22,30832.92,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\TOLEDO\","1","[1,2,3]"
"924","1052071.0","N","ES","V",22,111695.4,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHD","N","\MALAGA\","1","[1,2,3]"
"925","1052075.0","N","ES","H",29,84435.51,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"I","S","N","KFA","N","\JAEN\","0","[1,2,3]"
"927","1052084.0","N","ES","V",29,220794.72,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KFA","N","\MADRID\","1","[1,2,3]"
"928","1052091.0","N","ES","V",22,72146.7,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KHE","N","\VALLADOLID\","1","[1,2,3]"
"929","1052153.0","N","ES","V",48,69208.38,"02 - PARTICULARES","2012-08-16",0,35,1,1,"I","S","N","KFC","N","\HUELVA\","0","[1,2,3]"
"930","1052154.0","N","ES","V",36,82229.28,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\MADRID\","1","[1,2,3]"
"931","1052155.0","N","ES","H",50,181600.98,"02 - PARTICULARES","2012-08-16",0,35,1,1,"I","S","N","KFC","N","\BARCELONA\","0","[1,2,3]"
"936","1052207.0","N","ES","V",38,32703.87,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\VALENCIA\","1","[1,2,3]"
"937","1052208.0","N","ES","H",52,139506.51,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\MADRID\","1","[1,2,3]"
"938","1052212.0","N","ES","H",52,104292.78,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KAT","N","\ALICANTE\","1","[1,2,3]"
"939","1052213.0","N","ES","V",43,44764.92,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\ALICANTE\","1","[1,2,3]"
"940","1052216.0","N","ES","V",52,205878.87,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KAT","N","\MADRID\","0","[1,2,3]"
"941","1052217.0","N","ES","V",33,69071.46,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\ALMERIA\","1","[1,2,3]"
"942","1052218.0","N","ES","V",65,44612.31,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\MADRID\","1","[1,2,3]"
"943","1052219.0","N","ES","V",63,71042.1,"01 - TOP","2012-08-16",0,35,1,1,"A","S","N","KAT","N","\MADRID\","1","[1,2,3]"
"944","1052224.0","N","ES","H",24,71583.84,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KAT","N","\MADRID\","1","[1,2,3]"
"945","1052225.0","N","ES","H",40,38971.11,"02 - PARTICULARES","2012-08-16",0,35,1,1,"I","S","N","KAT","N","\MURCIA\","0","[1,2,3]"
"946","1052226.0","N","ES","V",29,73102.65,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\PALMAS"," LAS\","1"
"948","1052229.0","N","ES","H",22,70867.95,"02 - PARTICULARES","2012-08-16",0,35,1,1,"I","S","N","KFC","N","\MALAGA\","0","[1,2,3]"
"949","1052195.0","N","ES","V",39,104918.61,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\GUADALAJARA\","1","[1,2,3]"
"950","1052194.0","N","ES","V",32,27632.91,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\PALMAS"," LAS\","1"
"952","1052189.0","N","ES","V",51,100066.08,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\VALLADOLID\","1","[1,2,3]"
"953","1052187.0","N","ES","H",35,69208.89,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\BARCELONA\","1","[1,2,3]"
"954","1052158.0","N","ES","H",30,55019.43,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\ASTURIAS\","1","[1,2,3]"
"955","1052162.0","N","ES","V",27,50349.96,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\MADRID\","1","[1,2,3]"
"956","1052166.0","N","ES","V",47,100832.19,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\CADIZ\","1","[1,2,3]"
"957","1052168.0","N","ES","V",78,97854.24,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","S","KFC","N","\MADRID\","1","[1,2,3]"
"958","1052170.0","N","ES","V",36,175959,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\BARCELONA\","0","[1,2,3]"
"960","1052173.0","N","ES","H",22,111784.89,"02 - PARTICULARES","2012-08-16",0,35,1,1,"I","S","N","KFC","N","\MADRID\","1","[1,2,3]"
"961","1051665.0","N","ES","V",22,123140.25,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"A","S","N","KHD","N","\SEVILLA\","1","[1,2,3]"
"962","1052174.0","N","ES","H",49,127118.16,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\GRANADA\","1","[1,2,3]"
"963","1052177.0","N","ES","V",27,131145.06,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\MELILLA\","1","[1,2,3]"
"965","1052180.0","N","ES","H",24,125294.28,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\SEGOVIA\","1","[1,2,3]"
"966","1052182.0","N","ES","H",38,64156.83,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\VALLADOLID\","1","[1,2,3]"
"968","1052185.0","N","ES","V",38,76270.56,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\MADRID\","1","[1,2,3]"
"969","1052186.0","N","ES","V",28,78852.36,"02 - PARTICULARES","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\MURCIA\","0","[1,2,3]"
"970","1052176.0","N","ES","H",28,49630.5,"03 - UNIVERSITARIO","2012-08-16",0,35,1,1,"A","S","N","KFC","N","\SEVILLA\","1","[1,2,3]"
"972","1051660.0","N","ES","H",22,47155.47,"03 - UNIVERSITARIO","2012-08-14",0,35,1,1,"I","S","N","KHD","N","\BURGOS\","0","[1,2,3]"
"974","1051177.0","N","ES","V",24,135558.27,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KHE","N","\VALENCIA\","1","[1,2,3]"
"975","1051178.0","N","ES","V",22,151461.39,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KHD","N","\TOLEDO\","0","[1,2,3]"
"976","1051180.0","N","ES","H",30,56474.85,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KHE","N","\VALENCIA\","0","[1,2,3]"
"977","1051181.0","N","ES","V",22,145029.36,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\BARCELONA\","0","[1,2,3]"
"978","1051183.0","N","ES","V",33,167432.76,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KHE","N","\VALENCIA\","1","[1,2,3]"
"981","1051187.0","N","ES","V",22,90200.19,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\LERIDA\","0","[1,2,3]"
"982","1051189.0","N","ES","H",22,66085.83,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\TERUEL\","0","[1,2,3]"
"983","1051191.0","N","ES","H",22,66162.51,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\ZARAGOZA\","0","[1,2,3]"
"984","1051194.0","N","ES","H",22,87472.83,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KHD","N","\ZARAGOZA\","1","[1,2,3]"
"985","1051196.0","N","ES","H",22,107831.07,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\ZARAGOZA\","1","[1,2,3]"
"986","1051198.0","N","ES","H",22,69195.12,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KHD","N","\PONTEVEDRA\","1","[1,2,3]"
"987","1051199.0","N","ES","H",22,100663.14,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KHD","N","\ZARAGOZA\","1","[1,2,3]"
"988","1051201.0","N","ES","H",22,140534.43,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KHD","N","\TOLEDO\","1","[1,2,3]"
"990","1051203.0","N","ES","V",22,73119.84,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\TOLEDO\","1","[1,2,3]"
"991","1051172.0","N","ES","H",22,77807.97,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\PALMAS"," LAS\","0"
"993","1051165.0","N","ES","H",22,55560.99,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KHD","N","\GUADALAJARA\","1","[1,2,3]"
"994","1051121.0","N","ES","V",22,146910.15,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\SALAMANCA\","0","[1,2,3]"
"995","1051126.0","N","ES","H",22,334209.99,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\BARCELONA\","1","[1,2,3]"
"996","1051129.0","N","ES","V",22,296890.5,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KAT","N","\BARCELONA\","1","[1,2,3]"
"997","1051132.0","N","ES","V",22,56997.06,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\MADRID\","0","[1,2,3]"
"999","1051136.0","N","ES","V",22,138675.42,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KHD","N","\LUGO\","1","[1,2,3]"
"1001","1051140.0","N","ES","V",59,113229.9,"02 - PARTICULARES","2012-08-13",0,35,1,1,"A","S","N","KFA","N","\MADRID\","1","[1,2,3]"
"1002","1051145.0","N","ES","H",22,88727.28,"03 - UNIVERSITARIO","2012-08-13",0,21,1,1,"I","S","S","RED","N","\MADRID\","0","[1,2,3]"
"1003","1051147.0","N","ES","V",22,82772.34,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\PALENCIA\","0","[1,2,3]"
"1004","1051149.0","N","ES","V",22,167729.04,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\PALENCIA\","1","[1,2,3]"
"1005","1051150.0","N","ES","V",22,58348.5,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\ZARAGOZA\","0","[1,2,3]"
"1006","1051152.0","N","ES","V",16,114178.68,"02 - PARTICULARES","2012-08-13",0,35,1,1,"A","S","N","KAT","N","\MADRID\","1","[1,2,3]"
"1007","1051158.0","N","ES","V",25,46627.02,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHE","N","\VALENCIA\","0","[1,2,3]"
"1008","1051162.0","N","ES","H",22,58039.26,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\ZARAGOZA\","0","[1,2,3]"
"1009","1051169.0","N","ES","H",30,39475.56,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHE","N","\VALENCIA\","0","[1,2,3]"
"1010","1051120.0","N","ES","V",25,22395.54,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHE","N","\ZAMORA\","0","[1,2,3]"
"1011","1051205.0","N","ES","V",22,239877.81,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\CANTABRIA\","0","[1,2,3]"
"1012","1051212.0","N","ES","V",22,162489.72,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KHD","N","\CORUÑA"," A\","0"
"1014","1051263.0","N","ES","V",45,120058.65,"02 - PARTICULARES","2012-08-13",0,35,1,1,"A","S","N","KFC","N","\BARCELONA\","0","[1,2,3]"
"1015","1051264.0","N","ES","H",48,94077.75,"02 - PARTICULARES","2012-08-13",0,35,1,1,"A","S","N","KFC","N","\ALICANTE\","1","[1,2,3]"
"1016","1051268.0","N","ES","V",31,78642.51,"02 - PARTICULARES","2012-08-13",0,35,1,1,"A","S","N","KFC","N","\CANTABRIA\","1","[1,2,3]"
"1017","1051269.0","N","ES","V",42,75715.71,"02 - PARTICULARES","2012-08-13",0,35,1,1,"A","S","N","KAT","N","\BADAJOZ\","1","[1,2,3]"
"1018","1051271.0","N","ES","H",27,114477.66,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KFC","N","\MADRID\","1","[1,2,3]"
"1019","1051273.0","N","ES","V",36,71080.44,"02 - PARTICULARES","2012-08-13",0,35,1,1,"A","S","N","KFC","N","\HUELVA\","1","[1,2,3]"
"1020","1051274.0","N","ES","H",31,80425.08,"02 - PARTICULARES","2012-08-13",0,35,1,1,"I","S","N","KFC","N","\MADRID\","0","[1,2,3]"
"1021","1051275.0","N","ES","H",25,146149.14,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KFC","N","\PALMAS"," LAS\","0"
"1023","1051276.0","N","ES","V",35,95468.76,"02 - PARTICULARES","2012-08-13",0,35,1,1,"A","S","N","KFC","N","\MADRID\","0","[1,2,3]"
"1024","1051277.0","N","ES","V",36,61579.83,"02 - PARTICULARES","2012-08-13",0,35,1,1,"A","S","N","KFC","N","\CORDOBA\","1","[1,2,3]"
"1026","1051279.0","N","ES","V",35,59322.6,"02 - PARTICULARES","2012-08-13",0,35,1,1,"A","S","N","KFC","N","\MADRID\","1","[1,2,3]"
"1027","1051281.0","N","ES","V",50,55288.56,"02 - PARTICULARES","2012-08-13",0,35,1,1,"I","S","N","KFC","N","\ZAMORA\","0","[1,2,3]"
"1028","1051282.0","N","ES","V",39,64987.05,"02 - PARTICULARES","2012-08-13",0,35,1,1,"I","S","N","KFC","N","\BARCELONA\","1","[1,2,3]"
"1029","1051283.0","N","ES","H",38,154899.6,"02 - PARTICULARES","2012-08-13",0,35,1,1,"A","S","N","KFC","N","\MADRID\","1","[1,2,3]"
